q1,q14,q15,location,location_latitude,location_longitude,location_altitude,location_precision,final_age,age_category_child
2,0,1,0.3128169462903207 34.56584907136243 1350.0 10.0,0.312816946,34.56584907,1350,10,39,2
2,0,0,0.33214746322546285 34.636220137133314 1438.0 15.0,0.332147463,34.63622014,1438,15,39,2
1,1,1, , , , , ,39,2
1,0,0,0.3297251 34.4971637 0.0 2253.0,0.3297251,34.4971637,0,2253,40,2
1,0,1,0.3455694065051511 34.54282609343642 1314.0 10.0,0.345569407,34.54282609,1314,10,40,2
1,0,1,0.2403745 34.4501441 0.0 4114.0,0.2403745,34.4501441,0,4114,40,2
2,1,1,-4.175333197319993 39.59315628257521 0.0 5.0,-4.175333197,39.59315628,0,5,40,2
2,1,0,-4.153036552250201 39.53967513857688 50.0 5.0,-4.153036552,39.53967514,50,5,40,2
1,0,0,-4.1861917298583355 39.55894981850909 90.0 5.0,-4.18619173,39.55894982,90,5,40,2
1,1,1,-4.099782814519279 39.52548684164286 37.0 15.0,-4.099782815,39.52548684,37,15,40,2
2,0,0,-4.141716777313597 39.55708144195435 33.0 10.0,-4.141716777,39.55708144,33,10,40,2
2,0,1,-4.1001215874732955 39.527366471895974 35.0 5.0,-4.100121587,39.52736647,35,5,40,2
2,0,0,-4.226370969421191 39.58383212113038 40.0 300.0,-4.226370969,39.58383212,40,300,40,2
2,1,1, , , , , ,40,2
1,0,1,0.28100427902317177 34.53909226696277 1308.0 5.0,0.281004279,34.53909227,1308,5,40,2
2,1,1,0.3819114 34.5888108 0.0 4517.0,0.3819114,34.5888108,0,4517,40,2
1,0,0, , , , , ,40,2
1,0,0,0.31028656565666957 34.50403212442759 1313.0 5.0,0.310286566,34.50403212,1313,5,41,2
2,0,0, , , , , ,41,2
2,1,1, , , , , ,41,2
2,0,1,0.2260612 34.4934949 0.0 4161.0,0.2260612,34.4934949,0,4161,41,2
2,1,1,0.2146598 34.4217313 0.0 3559.0,0.2146598,34.4217313,0,3559,41,2
1,0,0, , , , , ,41,2
2,0,1,-4.232390206379708 39.58674340484615 45.0 300.0,-4.232390206,39.5867434,45,300,41,2
1,0,1,0.3301307 34.6220084 0.0 3245.0,0.3301307,34.6220084,0,3245,41,2
1,0,1,0.3587296633667978 34.57714238037519 1327.0 10.0,0.358729663,34.57714238,1327,10,41,2
1,0,1, , , , , ,41,2
1,0,0,0.3203341625857148 34.485478380365315 1278.0 45.0,0.320334163,34.48547838,1278,45,42,2
1,0,0,0.32084516741041574 34.48587243386055 1292.0 5.0,0.320845167,34.48587243,1292,5,42,2
1,1,1,0.34660979878365433 34.48954748992733 1279.0 10.0,0.346609799,34.48954749,1279,10,42,2
2,0,1,0.3310477590970442 34.52066042184467 1347.0 10.0,0.331047759,34.52066042,1347,10,42,2
1,0,1,0.3312605581574689 34.51776388568976 1321.0 10.0,0.331260558,34.51776389,1321,10,42,2
2,0,0,0.3602058 34.4123986 0.0 3237.0,0.3602058,34.4123986,0,3237,42,2
2,1,1,0.3374508 34.5030773 0.0 2939.0,0.3374508,34.5030773,0,2939,42,2
2,0,0,0.3296488 34.4971843 0.0 2290.0,0.3296488,34.4971843,0,2290,42,2
1,1,1,0.2899728653698614 34.45258308100335 1327.0 10.0,0.289972865,34.45258308,1327,10,42,2
2,1,1,0.22159303655311116 34.477560986627985 1361.0 10.0,0.221593037,34.47756099,1361,10,42,2
2,1,1,-4.1848719 39.4725633 0.0 3152.0,-4.1848719,39.4725633,0,3152,42,2
2,0,1,0.35733331236270144 34.59832575927515 1350.0 5.0,0.357333312,34.59832576,1350,5,42,2
2,1,0,-4.313519156116563 39.44865737713051 121.0 5.0,-4.313519156,39.44865738,121,5,42,2
2,0,0,-4.1278266371419665 39.61743283185625 27.0 10.0,-4.127826637,39.61743283,27,10,42,2
2,0,1,-4.2219058913879195 39.56498835186177 63.0 40.0,-4.221905891,39.56498835,63,40,42,2
1,0,0,-4.232045042249974 39.585297794955984 6.0 5.0,-4.232045042,39.58529779,6,5,42,2
2,1,1,-4.368872864840573 39.19349806518605 93.0 5.0,-4.368872865,39.19349807,93,5,42,2
2,1,1,0.2760158975771532 34.52148172166004 1263.0 5.0,0.276015898,34.52148172,1263,5,42,2
2,0,0,0.3332367817624984 34.63584173880885 1415.0 5.0,0.333236782,34.63584174,1415,5,42,2
1,0,0,0.3222099524596839 34.61428441465684 1349.0 5.0,0.322209952,34.61428441,1349,5,42,2
2,0,1,0.3819114 34.5888108 0.0 4517.0,0.3819114,34.5888108,0,4517,42,2
2,0,0, , , , , ,42,2
1,0,0, , , , , ,42,2
2,1,1,0.393151503850441 34.574838366357746 1256.0 15.0,0.393151504,34.57483837,1256,15,42,2
2,1,1,0.34118108362426885 34.47598772859873 1289.0 5.0,0.341181084,34.47598773,1289,5,43,2
1,1,1,0.3051378282547623 34.45106738402384 1261.0 5.0,0.305137828,34.45106738,1261,5,43,2
2,1,88,-4.1588505 39.4515065 0.0 3589.0,-4.1588505,39.4515065,0,3589,43,2
1,0,0,-4.379806273963367 39.29147282610819 91.0 10.0,-4.379806274,39.29147283,91,10,43,2
1,1,0,-4.395020117385446 39.30086962072519 70.0 5.0,-4.395020117,39.30086962,70,5,43,2
2,1,0,-4.15797609110986 39.57634344039752 154.0 10.0,-4.157976091,39.57634344,154,10,43,2
2,1,1,-4.322073684999864 39.24913150313503 737.0 50.0,-4.322073685,39.2491315,737,50,43,2
1,0,0,0.319653 34.5643097 0.0 3895.0,0.319653,34.5643097,0,3895,43,2
1,1,1,0.29231447687387613 34.579653200903095 1361.0 10.0,0.292314477,34.5796532,1361,10,43,2
1,88,1, , , , , ,43,2
2,0,0, , , , , ,43,2
2,1,1, , , , , ,44,2
2,0,0,0.3337605 34.479278 0.0 2587.0,0.3337605,34.479278,0,2587,44,2
1,1,1,0.2862557 34.4473007 0.0 5000.0,0.2862557,34.4473007,0,5000,44,2
2,1,1,0.3064750998160935 34.44974895330836 1307.0 10.0,0.3064751,34.44974895,1307,10,44,2
2,0,0,0.2403745 34.4501441 0.0 4114.0,0.2403745,34.4501441,0,4114,44,2
1,0,1, , , , , ,44,2
1,1,0, , , , , ,44,2
1,1,1, , , , , ,44,2
2,1,0,-4.179089567024142 39.48897988507556 222.0 5.0,-4.179089567,39.48897989,222,5,44,2
1,1,0,-4.393187716593989 39.30003637650457 64.0 10.0,-4.393187717,39.30003638,64,10,44,2
2,0,0,-4.2375676883980535 39.576772201692336 1.0 5.0,-4.237567688,39.5767722,1,5,44,2
1,1,1,-4.30371961971431 39.45548912209371 106.0 5.0,-4.30371962,39.45548912,106,5,44,2
1,0,0, , , , , ,44,2
2,0,0,0.2817782830715056 34.53894214787474 1326.0 5.0,0.281778283,34.53894215,1326,5,44,2
1,0,0,0.3188591 34.5549624 0.0 4287.0,0.3188591,34.5549624,0,4287,44,2
1,0,0, , , , , ,44,2
2,0,0,0.33753002427442036 34.47061002096872 1310.0 5.0,0.337530024,34.47061002,1310,5,45,2
1,0,0,0.3357763 34.5085224 0.0 2939.0,0.3357763,34.5085224,0,2939,45,2
1,0,0,0.2862557 34.4473007 0.0 5000.0,0.2862557,34.4473007,0,5000,45,2
1,0,1,0.26845957994411085 34.45327109245236 1218.0 90.0,0.26845958,34.45327109,1218,90,45,2
1,0,0, , , , , ,45,2
1,1,1,0.347580777796417 34.602980226882345 1381.0 5.0,0.347580778,34.60298023,1381,5,45,2
1,0,1,0.3559298 34.6162408 0.0 3015.0,0.3559298,34.6162408,0,3015,45,2
2,1,1,-4.368682470753817 39.27865044312381 83.0 5.0,-4.368682471,39.27865044,83,5,45,2
1,1,1,-4.131434793654541 39.62785292108961 0.0 5.0,-4.131434794,39.62785292,0,5,45,2
1,1,1,0.2875088 34.5024799 0.0 3422.0,0.2875088,34.5024799,0,3422,45,2
2,0,1,0.346499 34.6465638 0.0 3817.0,0.346499,34.6465638,0,3817,45,2
1,1,0,0.29555081750835976 34.62295268249203 1380.0 10.0,0.295550818,34.62295268,1380,10,45,2
1,0,0, , , , , ,45,2
2,0,0,0.32635112097947977 34.44600642742676 1275.0 5.0,0.326351121,34.44600643,1275,5,46,2
1,0,0,0.3296488 34.4971843 0.0 2290.0,0.3296488,34.4971843,0,2290,46,2
2,0,1, , , , , ,46,2
1,0,0,0.21535351331783717 34.46380733143222 1321.0 5.0,0.215353513,34.46380733,1321,5,46,2
1,0,0,0.2126832622250996 34.449580696469326 1318.0 30.0,0.212683262,34.4495807,1318,30,46,2
2,1,1,0.35732122586906223 34.61606698008106 1392.0 5.0,0.357321226,34.61606698,1392,5,46,2
2,1,1,-4.10854172041338 39.55563048059354 114.0 25.0,-4.10854172,39.55563048,114,25,46,2
2,0,1,-4.098012287074809 39.53474307006908 35.0 5.0,-4.098012287,39.53474307,35,5,46,2
1,0,0,-4.120784051845031 39.54958549136866 27.0 5.0,-4.120784052,39.54958549,27,5,46,2
1,0,1,-4.09978898182603 39.525604430378735 30.0 5.0,-4.099788982,39.52560443,30,5,46,2
1,0,0,-4.2403525247460765 39.59287254517312 -5.0 10.0,-4.240352525,39.59287255,-5,10,46,2
1,0,0,-4.148704957551864 39.61813456608219 21.0 5.0,-4.148704958,39.61813457,21,5,46,2
1,1,1,-4.2120803985861075 39.55749711146001 88.0 5.0,-4.212080399,39.55749711,88,5,46,2
2,0,1,0.3600687 34.4073474 0.0 3237.0,0.3600687,34.4073474,0,3237,47,2
2,1,1, , , , , ,47,2
2,88,88,0.1787263 34.4546543 0.0 4374.0,0.1787263,34.4546543,0,4374,47,2
2,0,0, , , , , ,47,2
1,1,1, , , , , ,47,2
2,0,1,-4.123094662003665 39.55375129333676 29.0 5.0,-4.123094662,39.55375129,29,5,47,2
1,0,1,-4.315653618421802 39.24378544950381 150.0 5.0,-4.315653618,39.24378545,150,5,47,2
1,0,1, , , , , ,48,2
1,0,0,0.34621230669916186 34.48927966624686 1278.0 10.0,0.346212307,34.48927967,1278,10,48,2
2,0,0,0.3208366634799207 34.48566284769941 1282.0 5.0,0.320836663,34.48566285,1282,5,48,2
2,88,0,0.3327555958421399 34.4908971319009 1308.0 5.0,0.332755596,34.49089713,1308,5,48,2
1,0,0,0.3394853820130605 34.540983038713925 1330.0 20.0,0.339485382,34.54098304,1330,20,48,2
1,1,1,0.33962949029356093 34.494718489646054 1303.0 5.0,0.33962949,34.49471849,1303,5,48,2
2,0,0, , , , , ,48,2
1,0,0,0.2647622 34.4498463 0.0 3118.0,0.2647622,34.4498463,0,3118,48,2
1,0,1, , , , , ,48,2
1,0,0, , , , , ,48,2
1,0,0,0.2862557 34.4473007 0.0 5000.0,0.2862557,34.4473007,0,5000,48,2
2,0,0,0.2430557109740083 34.43198073725018 1296.0 10.0,0.243055711,34.43198074,1296,10,48,2
1,1,1, , , , , ,48,2
2,0,0, , , , , ,48,2
2,1,1,-4.146297900753497 39.45725126680154 341.0 10.0,-4.146297901,39.45725127,341,10,48,2
1,0,0,-4.1799649893753985 39.59582885772203 14.0 35.0,-4.179964989,39.59582886,14,35,48,2
1,1,1,-4.1831084 39.5953873 0.0 3315.0,-4.1831084,39.5953873,0,3315,48,2
2,1,1,-4.170917261264674 39.60358470026973 -14.0 35.0,-4.170917261,39.6035847,-14,35,48,2
1,0,0,-4.195552818640472 39.47928190751182 237.0 10.0,-4.195552819,39.47928191,237,10,48,2
2,1,1,-4.184960457266591 39.572505086536715 36.0 5.0,-4.184960457,39.57250509,36,5,48,2
1,0,0,-4.155269164782312 39.53895128420293 39.0 5.0,-4.155269165,39.53895128,39,5,48,2
1,1,1,-4.10873936481234 39.55540258353183 36.0 35.0,-4.108739365,39.55540258,36,35,48,2
2,0,0,-4.100345496806189 39.52770619303858 -4.0 5.0,-4.100345497,39.52770619,-4,5,48,2
1,1,1,-4.302969208728362 39.460010384287834 95.0 5.0,-4.302969209,39.46001038,95,5,48,2
1,1,1,-4.149821442849686 39.61918620831566 -1.0 10.0,-4.149821443,39.61918621,-1,10,48,2
1,0,1,-4.129213106528327 39.619112292876025 13.0 5.0,-4.129213107,39.61911229,13,5,48,2
1,1,1,-4.366694433843645 39.191225285767295 72.0 10.0,-4.366694434,39.19122529,72,10,48,2
2,1,1,-4.367812115550285 39.19230211695576 74.0 5.0,-4.367812116,39.19230212,74,5,48,2
1,0,0,-4.331582476047316 39.25204523227367 184.0 5.0,-4.331582476,39.25204523,184,5,48,2
2,0,0,0.3136733280916176 34.56664833867699 1377.0 35.0,0.313673328,34.56664834,1377,35,48,2
2,0,0,0.2797050180154229 34.53678080813031 1313.0 10.0,0.279705018,34.53678081,1313,10,48,2
2,0,0,0.29333610316695835 34.532994775075124 1306.0 15.0,0.293336103,34.53299478,1306,15,48,2
2,0,0, , , , , ,48,2
1,0,0, , , , , ,48,2
1,1,1, , , , , ,48,2
1,0,0,0.29648943366615893 34.62332256720433 1390.0 5.0,0.296489434,34.62332257,1390,5,48,2
1,0,0, , , , , ,48,2
2,0,0, , , , , ,48,2
1,0,1,0.3840596 34.4957699 0.0 4518.0,0.3840596,34.4957699,0,4518,48,2
2,0,1,0.4256711 34.5300632 0.0 4027.0,0.4256711,34.5300632,0,4027,48,2
2,0,1, , , , , ,48,2
1,1,1,0.2875088 34.5024799 0.0 3422.0,0.2875088,34.5024799,0,3422,49,2
2,1,1,0.3453312857340399 34.542918668857034 1307.0 35.0,0.345331286,34.54291867,1307,35,49,2
1,0,0, , , , , ,49,2
1,0,0,0.3063481949770915 34.44791973017042 1255.0 10.0,0.306348195,34.44791973,1255,10,49,2
1,0,1, , , , , ,49,2
2,0,1, , , , , ,49,2
1,0,0,0.2414962338966027 34.446244817542265 1283.0 5.0,0.241496234,34.44624482,1283,5,49,2
1,1,0,0.34734440153316287 34.6034166213719 1241.0 20.0,0.347344402,34.60341662,1241,20,49,2
1,0,0,-4.163166045130471 39.57954626188386 52.0 5.0,-4.163166045,39.57954626,52,5,49,2
2,1,1,-4.108371493368222 39.555928446536456 63.0 10.0,-4.108371493,39.55592845,63,10,49,2
1,1,1,-4.1189178327587666 39.55015429271569 39.0 5.0,-4.118917833,39.55015429,39,5,49,2
1,0,1,-4.244633556764453 39.5911206697063 -14.0 5.0,-4.244633557,39.59112067,-14,5,49,2
1,0,1,-4.281470700901516 39.46264685429118 101.0 5.0,-4.281470701,39.46264685,101,5,49,2
1,1,1,-4.128027986389947 39.6175064069017 49.0 35.0,-4.128027986,39.61750641,49,35,49,2
2,0,1,-4.2315244370076455 39.58593800142231 -15.0 10.0,-4.231524437,39.585938,-15,10,49,2
1,0,0,0.33063299943476815 34.63566717691169 1427.0 10.0,0.330632999,34.63566718,1427,10,49,2
2,1,1,0.3504520929558264 34.56847955540925 1293.0 10.0,0.350452093,34.56847956,1293,10,49,2
1,0,0, , , , , ,49,2
2,1,0,0.334258214098756 34.54294687379668 1337.0 10.0,0.334258214,34.54294687,1337,10,50,2
2,0,0,0.22909432322325987 34.41881339655302 1249.0 10.0,0.229094323,34.4188134,1249,10,50,2
1,1,1,0.24033063036356794 34.44408147677441 1284.0 10.0,0.24033063,34.44408148,1284,10,50,2
1,1,1,-4.1831084 39.5953873 0.0 3315.0,-4.1831084,39.5953873,0,3315,50,2
2,0,1, , , , , ,50,2
2,1,1,-4.150503030659138 39.53710185041865 48.0 5.0,-4.150503031,39.53710185,48,5,50,2
2,1,1,-4.280555325128807 39.465446739217995 126.0 10.0,-4.280555325,39.46544674,126,10,50,2
1,1,1,-4.2262047003521275 39.58352513106764 -1.0 10.0,-4.2262047,39.58352513,-1,10,50,2
1,1,0,-4.225764136494439 39.58261351964348 6.0 10.0,-4.225764136,39.58261352,6,10,50,2
2,88,88,0.319653 34.5643097 0.0 3895.0,0.319653,34.5643097,0,3895,50,2
2,0,0, , , , , ,50,2
2,1,1,0.3503107330155651 34.567901814276716 1373.0 10.0,0.350310733,34.56790181,1373,10,50,2
2,0,1, , , , , ,51,2
1,0,0,-4.1872763826642885 39.49470302802763 279.0 10.0,-4.187276383,39.49470303,279,10,51,2
2,1,88,-4.1876637062818265 39.494758599375814 214.0 35.0,-4.187663706,39.4947586,214,35,51,2
2,1,1,-4.39294384821696 39.29933150721992 58.0 10.0,-4.392943848,39.29933151,58,10,51,2
2,1,1,-4.382818522711479 39.285151828737305 69.0 5.0,-4.382818523,39.28515183,69,5,51,2
1,1,1,-4.16034714911507 39.57734985260836 116.0 5.0,-4.160347149,39.57734985,116,5,51,2
1,0,1,-4.270210068256868 39.45899862521311 146.0 50.0,-4.270210068,39.45899863,146,50,51,2
1,0,0,-4.145903427333884 39.61476829258878 -11.0 5.0,-4.145903427,39.61476829,-11,5,51,2
2,1,1,-4.145917198038896 39.614695745689154 6.0 5.0,-4.145917198,39.61469575,6,5,51,2
2,1,1,-4.2245171925539635 39.58346248032362 -4.0 5.0,-4.224517193,39.58346248,-4,5,51,2
1,0,1,0.3172983 34.5132247 0.0 4133.0,0.3172983,34.5132247,0,4133,51,2
1,0,1,0.3267462 34.5673249 0.0 4044.0,0.3267462,34.5673249,0,4044,51,2
1,0,1,0.2875088 34.5024799 0.0 3422.0,0.2875088,34.5024799,0,3422,52,2
1,0,1, , , , , ,52,2
1,0,1, , , , , ,52,2
1,0,1,0.21447036629732674 34.46243536701341 1272.0 20.0,0.214470366,34.46243537,1272,20,52,2
1,0,1, , , , , ,52,2
1,0,0,-4.181737715163341 39.60638421365921 23.0 10.0,-4.181737715,39.60638421,23,10,52,2
1,0,0,-4.392917385926626 39.29923196975223 83.0 20.0,-4.392917386,39.29923197,83,20,52,2
2,1,1,-4.277007368495497 39.47002565668594 95.0 50.0,-4.277007368,39.47002566,95,50,52,2
1,1,0,-4.219049644983492 39.56434508256497 34.0 10.0,-4.219049645,39.56434508,34,10,52,2
2,0,1,0.28976903436952567 34.55504764657154 1326.0 5.0,0.289769034,34.55504765,1326,5,52,2
2,1,1,0.3299246 34.5015376 0.0 3092.0,0.3299246,34.5015376,0,3092,52,2
2,1,0, , , , , ,53,2
2,1,0, , , , , ,53,2
1,0,0, , , , , ,53,2
2,0,0, , , , , ,53,2
1,0,0,-4.379641829124623 39.29212463124931 98.0 10.0,-4.379641829,39.29212463,98,10,53,2
1,0,0,-4.237476860701209 39.57705890459148 9.0 10.0,-4.237476861,39.5770589,9,10,53,2
2,0,1,-4.331923682963171 39.25255571834834 97.0 10.0,-4.331923683,39.25255572,97,10,53,2
1,0,0, , , , , ,53,2
1,0,0,0.302223700781882 34.54465252894234 1342.0 25.0,0.302223701,34.54465253,1342,25,53,2
1,1,0,0.3312676571070067 34.51776034191661 1327.0 5.0,0.331267657,34.51776034,1327,5,54,2
1,0,0,0.3214046391227319 34.42573802788329 1266.0 20.0,0.321404639,34.42573803,1266,20,54,2
2,1,1,0.3227260282410674 34.42888391606251 1279.0 15.0,0.322726028,34.42888392,1279,15,54,2
2,0,0,0.3600687 34.4073474 0.0 3237.0,0.3600687,34.4073474,0,3237,54,2
1,0,0,0.3432123559059901 34.53870909657096 1310.0 15.0,0.343212356,34.5387091,1310,15,54,2
1,1,0, , , , , ,54,2
1,1,1,0.2751575440472964 34.4424351013301 1283.0 35.0,0.275157544,34.4424351,1283,35,54,2
2,1,1,0.2146598 34.4217313 0.0 3559.0,0.2146598,34.4217313,0,3559,54,2
1,1,1,-4.175432097337904 39.45242565659452 380.0 5.0,-4.175432097,39.45242566,380,5,54,2
2,1,1,0.3232395 34.5677544 0.0 4076.0,0.3232395,34.5677544,0,4076,54,2
1,0,1,-4.244298569679221 39.590865221174475 -7.0 5.0,-4.24429857,39.59086522,-7,5,54,2
2,0,0,-4.250032192730817 39.575650556042156 12.0 10.0,-4.250032193,39.57565056,12,10,54,2
1,0,0,-4.237799656046953 39.57836252411123 2.0 5.0,-4.237799656,39.57836252,2,5,54,2
2,1,1,-4.266150827530068 39.46024230750552 109.0 5.0,-4.266150828,39.46024231,109,5,54,2
2,0,1,-4.1332368200322245 39.62712603176248 41.0 5.0,-4.13323682,39.62712603,41,5,54,2
2,0,0, , , , , ,54,2
1,0,0,0.34645721066016816 34.570288259828786 1364.0 10.0,0.346457211,34.57028826,1364,10,54,2
1,0,0, , , , , ,54,2
1,1,0, , , , , ,54,2
2,0,0, , , , , ,54,2
2,1,1,0.3573409 34.503143 0.0 2182.0,0.3573409,34.503143,0,2182,54,2
2,0,0, , , , , ,54,2
1,0,0,0.31988430254090516 34.484572554390276 1270.0 5.0,0.319884303,34.48457255,1270,5,55,2
1,1,1, , , , , ,55,2
1,0,0,0.24398666319362886 34.43227175119615 1278.0 15.0,0.243986663,34.43227175,1278,15,55,2
2,0,1,0.21431504686687886 34.4651086501757 1326.0 35.0,0.214315047,34.46510865,1326,35,55,2
2,0,0,0.2403466 34.4500606 0.0 3664.0,0.2403466,34.4500606,0,3664,55,2
1,1,1,-4.148113964125545 39.45906925296684 302.0 10.0,-4.148113964,39.45906925,302,10,55,2
2,0,0,-4.181720437490106 39.60572926445695 11.0 15.0,-4.181720437,39.60572926,11,15,55,2
2,88,88, , , , , ,55,2
2,0,1,0.3229794 34.5676914 0.0 4044.0,0.3229794,34.5676914,0,4044,55,2
1,1,1,0.3739720337554898 34.573634680232544 1319.0 25.0,0.373972034,34.57363468,1319,25,55,2
1,0,0, , , , , ,55,2
1,0,0, , , , , ,55,2
2,0,1, , , , , ,55,2
2,1,0,0.2220718 34.4022103 0.0 4780.0,0.2220718,34.4022103,0,4780,56,2
2,0,0, , , , , ,56,2
2,1,0,0.2223383741901945 34.476883827887534 1340.0 10.0,0.222338374,34.47688383,1340,10,56,2
1,0,1,0.36329034200396426 34.579791982594074 1336.0 10.0,0.363290342,34.57979198,1336,10,56,2
1,1,1,-4.300561531378347 39.459869720750376 82.0 90.0,-4.300561531,39.45986972,82,90,56,2
2,0,0,-4.316026304067838 39.2435600859882 203.0 5.0,-4.316026304,39.24356009,203,5,56,2
1,0,0,0.28958507780054055 34.55585503491394 1323.0 10.0,0.289585078,34.55585503,1323,10,56,2
2,0,1, , , , , ,56,2
1,0,0, , , , , ,56,2
1,0,1, , , , , ,56,2
2,0,0, , , , , ,57,2
2,0,0,0.3317437582050956 34.51835636001643 1350.0 20.0,0.331743758,34.51835636,1350,20,57,2
2,0,0,0.31970296510782675 34.42357379252184 1260.0 35.0,0.319702965,34.42357379,1260,35,57,2
2,0,1, , , , , ,57,2
2,0,1, , , , , ,57,2
2,0,0,0.2653469 34.4512881 0.0 4824.0,0.2653469,34.4512881,0,4824,57,2
2,0,1, , , , , ,57,2
1,88,0, , , , , ,57,2
1,0,0,-4.170858788454661 39.6037159817515 -1.0 5.0,-4.170858788,39.60371598,-1,5,57,2
1,1,1, , , , , ,57,2
2,1,1,-4.108939716046507 39.55567862772982 86.0 10.0,-4.108939716,39.55567863,86,10,57,2
1,0,0,-4.2767099305878915 39.46585792137006 96.0 15.0,-4.276709931,39.46585792,96,15,57,2
2,1,1,-4.224077723707141 39.561425841784754 61.0 10.0,-4.224077724,39.56142584,61,10,57,2
2,0,1,0.2592302 34.6163331 0.0 4505.0,0.2592302,34.6163331,0,4505,57,2
1,1,1,0.2208335 34.6078588 0.0 2602.0,0.2208335,34.6078588,0,2602,57,2
2,0,0, , , , , ,58,2
1,1,1,0.3600687 34.4073474 0.0 3237.0,0.3600687,34.4073474,0,3237,58,2
2,1,1, , , , , ,58,2
1,1,1,-4.25071094497445 39.57556474104492 63.0 20.0,-4.250710945,39.57556474,63,20,58,2
1,0,1,-4.251923023053689 39.576864747382004 15.0 5.0,-4.251923023,39.57686475,15,5,58,2
1,0,0,-4.300460326843554 39.45689316821083 155.0 25.0,-4.300460327,39.45689317,155,25,58,2
1,1,1,-4.132188148677372 39.62766427919919 -34.0 10.0,-4.132188149,39.62766428,-34,10,58,2
1,0,1,-4.222886627159444 39.571845234386025 10.0 5.0,-4.222886627,39.57184523,10,5,58,2
1,1,88, , , , , ,58,2
1,1,1, , , , , ,59,2
1,1,1,0.2461834011515453 34.407396501479404 1246.0 15.0,0.246183401,34.4073965,1246,15,59,2
1,0,1,0.2223316314701103 34.47710119823078 1341.0 5.0,0.222331631,34.4771012,1341,5,59,2
1,0,0, , , , , ,59,2
2,0,1,0.3500939886163265 34.60249739827213 1375.0 10.0,0.350093989,34.6024974,1375,10,59,2
1,0,0, , , , , ,59,2
2,0,0,0.3138180173745689 34.56673194199757 1316.0 35.0,0.313818017,34.56673194,1316,35,59,2
1,0,0, , , , , ,59,2
2,0,0,0.3129537513986993 34.56622840103648 1371.0 5.0,0.312953751,34.5662284,1371,5,59,2
2,0,1,0.3188591 34.5549624 0.0 4287.0,0.3188591,34.5549624,0,4287,59,2
1,0,0,0.38062821977235484 34.59375551868871 1332.0 350.0,0.38062822,34.59375552,1332,350,60,2
